"releaseStage","operationId","summary","apiDocsUrl","method","path","pathParams","requestBodyParams","responseParams","tags","pythonOperation","oauthScopes"
"GA","deleteOrganizationAdaptivePolicyPolicy","Delete an Adaptive Policy","https://developer.cisco.com/meraki/api-v1/delete-organization-adaptive-policy-policy/","delete","/organizations/{organizationId}/adaptivePolicy/policies/{id}","organizationId, id","","","organizations, configure, adaptivePolicy, policies","organizations.deleteOrganizationAdaptivePolicyPolicy","dashboard:general:config:write"
"GA","getOrganizationAdaptivePolicySettings","Returns global adaptive policy settings in an organization","https://developer.cisco.com/meraki/api-v1/get-organization-adaptive-policy-settings/","get","/organizations/{organizationId}/adaptivePolicy/settings","organizationId","","enabledNetworks","organizations, configure, adaptivePolicy, settings","organizations.getOrganizationAdaptivePolicySettings","dashboard:general:config:read"
"GA","updateOrganizationAdaptivePolicySettings","Update global adaptive policy settings","https://developer.cisco.com/meraki/api-v1/update-organization-adaptive-policy-settings/","put","/organizations/{organizationId}/adaptivePolicy/settings","organizationId","enabledNetworks","enabledNetworks","organizations, configure, adaptivePolicy, settings","organizations.updateOrganizationAdaptivePolicySettings","dashboard:general:config:write"
"GA","getOrganizationAdmins","List the dashboard administrators in this organization","https://developer.cisco.com/meraki/api-v1/get-organization-admins/","get","/organizations/{organizationId}/admins","organizationId, networkIds","","access, accountStatus, authenticationMethod, email, hasApiKey, id, lastActive, name, networks, orgAccess, tag, tags, twoFactorAuthEnabled","organizations, configure, admins","organizations.getOrganizationAdmins","dashboard:iam:config:read"
"GA","createOrganizationAdmin","Create a new dashboard administrator","https://developer.cisco.com/meraki/api-v1/create-organization-admin/","post","/organizations/{organizationId}/admins","organizationId","access, authenticationMethod, email, id, name, networks, orgAccess, tag, tags","access, accountStatus, authenticationMethod, email, hasApiKey, id, lastActive, name, networks, orgAccess, tag, tags, twoFactorAuthEnabled","organizations, configure, admins","organizations.createOrganizationAdmin","dashboard:iam:config:write"
"GA","updateOrganizationAdmin","Update an administrator","https://developer.cisco.com/meraki/api-v1/update-organization-admin/","put","/organizations/{organizationId}/admins/{adminId}","organizationId, adminId","access, id, name, networks, orgAccess, tag, tags","access, accountStatus, authenticationMethod, email, hasApiKey, id, lastActive, name, networks, orgAccess, tag, tags, twoFactorAuthEnabled","organizations, configure, admins","organizations.updateOrganizationAdmin","dashboard:iam:config:write"
"GA","deleteOrganizationAdmin","Revoke all access for a dashboard administrator within this organization","https://developer.cisco.com/meraki/api-v1/delete-organization-admin/","delete","/organizations/{organizationId}/admins/{adminId}","organizationId, adminId","","","organizations, configure, admins","organizations.deleteOrganizationAdmin","dashboard:iam:config:write"
"GA","getOrganizationAlertsProfiles","List all organization-wide alert configurations","https://developer.cisco.com/meraki/api-v1/get-organization-alerts-profiles/","get","/organizations/{organizationId}/alerts/profiles","organizationId","","alertCondition, bit_rate_bps, description, duration, emails, enabled, httpServerIds, id, interface, networkTags, recipients, type, window","organizations, configure, alerts, profiles","organizations.getOrganizationAlertsProfiles","sdwan:telemetry:read"
"GA","createOrganizationAlertsProfile","Create an organization-wide alert configuration","https://developer.cisco.com/meraki/api-v1/create-organization-alerts-profile/","post","/organizations/{organizationId}/alerts/profiles","organizationId","alertCondition, bit_rate_bps, description, duration, emails, httpServerIds, interface, jitter_ms, latency_ms, loss_ratio, mos, networkTags, recipients, type, window","alertCondition, bit_rate_bps, description, duration, emails, enabled, httpServerIds, id, interface, networkTags, recipients, type, window","organizations, configure, alerts, profiles","organizations.createOrganizationAlertsProfile","sdwan:telemetry:write"
"GA","updateOrganizationAlertsProfile","Update an organization-wide alert config","https://developer.cisco.com/meraki/api-v1/update-organization-alerts-profile/","put","/organizations/{organizationId}/alerts/profiles/{alertConfigId}","organizationId, alertConfigId","alertCondition, bit_rate_bps, description, duration, emails, enabled, httpServerIds, interface, jitter_ms, latency_ms, loss_ratio, mos, networkTags, recipients, type, window","alertCondition, bit_rate_bps, description, duration, emails, enabled, httpServerIds, id, interface, networkTags, recipients, type, window","organizations, configure, alerts, profiles","organizations.updateOrganizationAlertsProfile","sdwan:telemetry:write"
"GA","deleteOrganizationAlertsProfile","Removes an organization-wide alert config","https://developer.cisco.com/meraki/api-v1/delete-organization-alerts-profile/","delete","/organizations/{organizationId}/alerts/profiles/{alertConfigId}","organizationId, alertConfigId","","","organizations, configure, alerts, profiles","organizations.deleteOrganizationAlertsProfile","sdwan:telemetry:write"
"GA","getOrganizationApiRequests","List the API requests made by an organization","https://developer.cisco.com/meraki/api-v1/get-organization-api-requests/","get","/organizations/{organizationId}/apiRequests","organizationId, t0, t1, timespan, perPage, startingAfter, endingBefore, adminId, path, method, responseCode, sourceIp, userAgent, version, operationIds","","adminId, client, host, id, method, operationId, path, queryString, responseCode, sourceIp, ts, type, userAgent, version","organizations, monitor, apiRequests","organizations.getOrganizationApiRequests","dashboard:general:telemetry:read"
"GA","getOrganizationApiRequestsOverview","Return an aggregated overview of API requests data","https://developer.cisco.com/meraki/api-v1/get-organization-api-requests-overview/","get","/organizations/{organizationId}/apiRequests/overview","organizationId, t0, t1, timespan","","200, 201, 202, 203, 204, 205, 206, 207, 208, 226, 300, 301, 302, 303, 304, 305, 306, 307, 308, 400, 401, 402, 403, 404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 421, 422, 423, 424, 425, 426, 428, 429, 431, 451, 500, responseCodeCounts","organizations, monitor, apiRequests, overview","organizations.getOrganizationApiRequestsOverview","dashboard:general:telemetry:read"
"GA","getOrganizationApiRequestsOverviewResponseCodesByInterval","Tracks organizations' API requests by response code across a given time period","https://developer.cisco.com/meraki/api-v1/get-organization-api-requests-overview-response-codes-by-interval/","get","/organizations/{organizationId}/apiRequests/overview/responseCodes/byInterval","organizationId, t0, t1, timespan, interval, version, operationIds, sourceIps, adminIds, userAgent","","code, count, counts, endTs, startTs","organizations, monitor, apiRequests, overview, responseCodes, byInterval","organizations.getOrganizationApiRequestsOverviewResponseCodesByInterval","dashboard:general:telemetry:read"
"GA","getOrganizationApplianceDnsLocalProfiles","Fetch the local DNS profiles used in the organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-dns-local-profiles/","get","/organizations/{organizationId}/appliance/dns/local/profiles","organizationId, profileIds","","name, profileId","appliance, configure, dns, local, profiles","appliance.getOrganizationApplianceDnsLocalProfiles",""
"GA","createOrganizationApplianceDnsLocalProfile","Create a new local DNS profile","https://developer.cisco.com/meraki/api-v1/create-organization-appliance-dns-local-profile/","post","/organizations/{organizationId}/appliance/dns/local/profiles","organizationId","name","name, profileId","appliance, configure, dns, local, profiles","appliance.createOrganizationApplianceDnsLocalProfile",""
"GA","getOrganizationApplianceDnsLocalProfilesAssignments","Fetch the local DNS profile assignments in the organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-dns-local-profiles-assignments/","get","/organizations/{organizationId}/appliance/dns/local/profiles/assignments","organizationId, profileIds, networkIds","","assignmentId, counts, id, items, meta, network, profile, remaining, total","appliance, configure, dns, local, profiles, assignments","appliance.getOrganizationApplianceDnsLocalProfilesAssignments",""
"GA","bulkOrganizationApplianceDnsLocalProfilesAssignmentsCreate","Assign the local DNS profile to networks in the organization","https://developer.cisco.com/meraki/api-v1/bulk-organization-appliance-dns-local-profiles-assignments-create/","post","/organizations/{organizationId}/appliance/dns/local/profiles/assignments/bulkCreate","organizationId","id, items, network, profile","assignmentId, id, items, network, profile","appliance, configure, dns, local, profiles, assignments","appliance.bulkOrganizationApplianceDnsLocalProfilesAssignmentsCreate",""
"GA","createOrganizationApplianceDnsLocalProfilesAssignmentsBulkDelete","Unassign the local DNS profile to networks in the organization","https://developer.cisco.com/meraki/api-v1/create-organization-appliance-dns-local-profiles-assignments-bulk-delete/","post","/organizations/{organizationId}/appliance/dns/local/profiles/assignments/bulkDelete","organizationId","assignmentId, items","assignmentId, id, items, network, profile","appliance, configure, dns, local, profiles, assignments, bulkDelete","appliance.createOrganizationApplianceDnsLocalProfilesAssignmentsBulkDelete",""
"GA","updateOrganizationApplianceDnsLocalProfile","Update a local DNS profile","https://developer.cisco.com/meraki/api-v1/update-organization-appliance-dns-local-profile/","put","/organizations/{organizationId}/appliance/dns/local/profiles/{profileId}","organizationId, profileId","name","name, profileId","appliance, configure, dns, local, profiles","appliance.updateOrganizationApplianceDnsLocalProfile",""
"GA","deleteOrganizationApplianceDnsLocalProfile","Deletes a local DNS profile","https://developer.cisco.com/meraki/api-v1/delete-organization-appliance-dns-local-profile/","delete","/organizations/{organizationId}/appliance/dns/local/profiles/{profileId}","organizationId, profileId","","","appliance, configure, dns, local, profiles","appliance.deleteOrganizationApplianceDnsLocalProfile",""
"GA","getOrganizationApplianceDnsLocalRecords","Fetch the DNS records used in local DNS profiles","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-dns-local-records/","get","/organizations/{organizationId}/appliance/dns/local/records","organizationId, profileIds","","address, hostname, id, profile, recordId","appliance, configure, dns, local, records","appliance.getOrganizationApplianceDnsLocalRecords",""
"GA","createOrganizationApplianceDnsLocalRecord","Create a new local DNS record","https://developer.cisco.com/meraki/api-v1/create-organization-appliance-dns-local-record/","post","/organizations/{organizationId}/appliance/dns/local/records","organizationId","address, hostname, id, profile","address, hostname, id, profile, recordId","appliance, configure, dns, local, records","appliance.createOrganizationApplianceDnsLocalRecord",""
"GA","updateOrganizationApplianceDnsLocalRecord","Updates a local DNS record","https://developer.cisco.com/meraki/api-v1/update-organization-appliance-dns-local-record/","put","/organizations/{organizationId}/appliance/dns/local/records/{recordId}","organizationId, recordId","address, hostname, id, profile","address, hostname, id, profile, recordId","appliance, configure, dns, local, records","appliance.updateOrganizationApplianceDnsLocalRecord",""
"GA","deleteOrganizationApplianceDnsLocalRecord","Deletes a local DNS record","https://developer.cisco.com/meraki/api-v1/delete-organization-appliance-dns-local-record/","delete","/organizations/{organizationId}/appliance/dns/local/records/{recordId}","organizationId, recordId","","","appliance, configure, dns, local, records","appliance.deleteOrganizationApplianceDnsLocalRecord",""
"GA","getOrganizationApplianceDnsSplitProfiles","Fetch the split DNS profiles used in the organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-dns-split-profiles/","get","/organizations/{organizationId}/appliance/dns/split/profiles","organizationId, profileIds","","addresses, hostnames, name, nameservers, profileId","appliance, configure, dns, split, profiles","appliance.getOrganizationApplianceDnsSplitProfiles",""
"GA","createOrganizationApplianceDnsSplitProfile","Create a new split DNS profile","https://developer.cisco.com/meraki/api-v1/create-organization-appliance-dns-split-profile/","post","/organizations/{organizationId}/appliance/dns/split/profiles","organizationId","addresses, hostnames, name, nameservers","addresses, hostnames, name, nameservers, profileId","appliance, configure, dns, split, profiles","appliance.createOrganizationApplianceDnsSplitProfile",""
"GA","getOrganizationApplianceDnsSplitProfilesAssignments","Fetch the split DNS profile assignments in the organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-dns-split-profiles-assignments/","get","/organizations/{organizationId}/appliance/dns/split/profiles/assignments","organizationId, profileIds, networkIds","","assignmentId, counts, id, items, meta, network, profile, remaining, total","appliance, configure, dns, split, profiles, assignments","appliance.getOrganizationApplianceDnsSplitProfilesAssignments",""
"GA","createOrganizationApplianceDnsSplitProfilesAssignmentsBulkCreate","Assign the split DNS profile to networks in the organization","https://developer.cisco.com/meraki/api-v1/create-organization-appliance-dns-split-profiles-assignments-bulk-create/","post","/organizations/{organizationId}/appliance/dns/split/profiles/assignments/bulkCreate","organizationId","id, items, network, profile","assignmentId, id, items, network, profile","appliance, configure, dns, split, profiles, assignments, bulkCreate","appliance.createOrganizationApplianceDnsSplitProfilesAssignmentsBulkCreate",""
"GA","createOrganizationApplianceDnsSplitProfilesAssignmentsBulkDelete","Unassign the split DNS profile to networks in the organization","https://developer.cisco.com/meraki/api-v1/create-organization-appliance-dns-split-profiles-assignments-bulk-delete/","post","/organizations/{organizationId}/appliance/dns/split/profiles/assignments/bulkDelete","organizationId","assignmentId, items","assignmentId, id, items, network, profile","appliance, configure, dns, split, profiles, assignments, bulkDelete","appliance.createOrganizationApplianceDnsSplitProfilesAssignmentsBulkDelete",""
"GA","updateOrganizationApplianceDnsSplitProfile","Update a split DNS profile","https://developer.cisco.com/meraki/api-v1/update-organization-appliance-dns-split-profile/","put","/organizations/{organizationId}/appliance/dns/split/profiles/{profileId}","organizationId, profileId","addresses, hostnames, name, nameservers","addresses, hostnames, name, nameservers, profileId","appliance, configure, dns, split, profiles","appliance.updateOrganizationApplianceDnsSplitProfile",""
"GA","deleteOrganizationApplianceDnsSplitProfile","Deletes a split DNS profile","https://developer.cisco.com/meraki/api-v1/delete-organization-appliance-dns-split-profile/","delete","/organizations/{organizationId}/appliance/dns/split/profiles/{profileId}","organizationId, profileId","","","appliance, configure, dns, split, profiles","appliance.deleteOrganizationApplianceDnsSplitProfile",""
"GA","getOrganizationApplianceFirewallMulticastForwardingByNetwork","List Static Multicasting forwarding settings for MX networks","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-firewall-multicast-forwarding-by-network/","get","/organizations/{organizationId}/appliance/firewall/multicastForwarding/byNetwork","organizationId, perPage, startingAfter, endingBefore, networkIds","","address, counts, description, id, items, meta, name, network, remaining, rules, total, vlanIds","appliance, configure, firewall, multicastForwarding, byNetwork","appliance.getOrganizationApplianceFirewallMulticastForwardingByNetwork",""
"beta","getOrganizationApplianceSdwanInternetPolicies","Get the SDWAN internet traffic preferences for an MX network","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-sdwan-internet-policies/","get","/organizations/{organizationId}/appliance/sdwan/internetPolicies","organizationId, perPage, startingAfter, endingBefore, wanTrafficUplinkPreferences","","applications, builtinPerformanceClassName, cidr, customPerformanceClassId, destination, failOverCriterion, host, id, name, performanceClass, port, preferredUplink, protocol, source, trafficFilters, type, value, vlan, wanTrafficUplinkPreferences","appliance, configure, sdwan, internetPolicies","appliance.getOrganizationApplianceSdwanInternetPolicies",""
"GA","getOrganizationApplianceSecurityEvents","List the security events for an organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-security-events/","get","/organizations/{organizationId}/appliance/security/events","organizationId, t0, t1, timespan, perPage, startingAfter, endingBefore, sortOrder","","","appliance, monitor, security, events","appliance.getOrganizationApplianceSecurityEvents","sdwan:telemetry:read"
"GA","getOrganizationApplianceSecurityIntrusion","Returns all supported intrusion settings for an organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-security-intrusion/","get","/organizations/{organizationId}/appliance/security/intrusion","organizationId","","","appliance, configure, security, intrusion","appliance.getOrganizationApplianceSecurityIntrusion","sdwan:config:read"
"GA","updateOrganizationApplianceSecurityIntrusion","Sets supported intrusion settings for an organization","https://developer.cisco.com/meraki/api-v1/update-organization-appliance-security-intrusion/","put","/organizations/{organizationId}/appliance/security/intrusion","organizationId","allowedRules, message, ruleId","","appliance, configure, security, intrusion","appliance.updateOrganizationApplianceSecurityIntrusion","sdwan:config:write"
"GA","getOrganizationApplianceTrafficShapingVpnExclusionsByNetwork","Display VPN exclusion rules for MX networks.","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-traffic-shaping-vpn-exclusions-by-network/","get","/organizations/{organizationId}/appliance/trafficShaping/vpnExclusions/byNetwork","organizationId, perPage, startingAfter, endingBefore, networkIds","","custom, destination, id, items, majorApplications, name, networkId, networkName, port, protocol","appliance, configure, trafficShaping, vpnExclusions, byNetwork","appliance.getOrganizationApplianceTrafficShapingVpnExclusionsByNetwork","sdwan:config:read"
"GA","getOrganizationApplianceUplinkStatuses","List the uplink status of every Meraki MX and Z series appliances in the organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-uplink-statuses/","get","/organizations/{organizationId}/appliance/uplink/statuses","organizationId, perPage, startingAfter, endingBefore, networkIds, serials, iccids","","enabled, gateway, highAvailability, interface, ip, ipAssignedBy, lastReportedAt, model, networkId, primaryDns, publicIp, role, secondaryDns, serial, status, uplinks","appliance, monitor, uplinks, statuses","appliance.getOrganizationApplianceUplinkStatuses","sdwan:telemetry:read"
"GA","getOrganizationApplianceUplinksStatusesOverview","Returns an overview of uplink statuses","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-uplinks-statuses-overview/","get","/organizations/{organizationId}/appliance/uplinks/statuses/overview","organizationId","","active, byStatus, connecting, counts, failed, notConnected, ready","appliance, monitor, uplinks, statuses, overview","appliance.getOrganizationApplianceUplinksStatusesOverview",""
"GA","getOrganizationApplianceUplinksUsageByNetwork","Get the sent and received bytes for each uplink of all MX and Z networks within an organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-uplinks-usage-by-network/","get","/organizations/{organizationId}/appliance/uplinks/usage/byNetwork","organizationId, t0, t1, timespan","","byUplink, interface, name, networkId, received, sent, serial","appliance, monitor, uplinks, usage, byNetwork","appliance.getOrganizationApplianceUplinksUsageByNetwork","sdwan:telemetry:read"
"beta","getOrganizationApplianceVlans","List the VLANs for an Organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-vlans/","get","/organizations/{organizationId}/appliance/vlans","organizationId, perPage, startingAfter, endingBefore","","applianceIp, autonomous, cidr, code, comment, dhcpBootFilename, dhcpBootNextServer, dhcpBootOptionsEnabled, dhcpHandling, dhcpLeaseTime, dhcpOptions, dhcpRelayServerIps, dnsNameservers, enabled, end, fixedIpAssignments, groupPolicyId, id, interfaceId, interfaces, ipv6, mandatoryDhcp, mask, name, origin, prefixAssignments, reservedIpRanges, start, staticApplianceIp6, staticPrefix, subnet, templateVlanType, type, value, vpnNatSubnet","appliance, configure, vlans","appliance.getOrganizationApplianceVlans",""
"GA","getOrganizationApplianceVpnSiteToSiteIpsecPeersSlas","Get the list of available IPsec SLA policies for an organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-vpn-site-to-site-ipsec-peers-slas/","get","/organizations/{organizationId}/appliance/vpn/siteToSite/ipsec/peers/slas","organizationId","","counts, id, ipsec, items, meta, name, peerIds, remaining, total, uri","appliance, configure, vpn, siteToSite, ipsec, peers, slas","appliance.getOrganizationApplianceVpnSiteToSiteIpsecPeersSlas",""
"GA","updateOrganizationApplianceVpnSiteToSiteIpsecPeersSlas","Update the IPsec SLA policies for an organization","https://developer.cisco.com/meraki/api-v1/update-organization-appliance-vpn-site-to-site-ipsec-peers-slas/","put","/organizations/{organizationId}/appliance/vpn/siteToSite/ipsec/peers/slas","organizationId","items, name, uri","counts, id, ipsec, items, meta, name, peerIds, remaining, total, uri","appliance, configure, vpn, siteToSite, ipsec, peers, slas","appliance.updateOrganizationApplianceVpnSiteToSiteIpsecPeersSlas",""
"GA","getOrganizationApplianceVpnStats","Show VPN history stat for networks in an organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-vpn-stats/","get","/organizations/{organizationId}/appliance/vpn/stats","organizationId, perPage, startingAfter, endingBefore, networkIds, t0, t1, timespan","","avgJitter, avgLatencyMs, avgLossPercentage, avgMos, jitterSummaries, latencySummaries, lossPercentageSummaries, maxJitter, maxLatencyMs, maxLossPercentage, maxMos, merakiVpnPeers, minJitter, minLatencyMs, minLossPercentage, minMos, mosSummaries, networkId, networkName, receivedInKilobytes, receiverUplink, senderUplink, sentInKilobytes, usageSummary","appliance, monitor, vpn, stats","appliance.getOrganizationApplianceVpnStats","sdwan:telemetry:read"
"GA","getOrganizationApplianceVpnStatuses","Show VPN status for networks in an organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-vpn-statuses/","get","/organizations/{organizationId}/appliance/vpn/statuses","organizationId, perPage, startingAfter, endingBefore, networkIds","","deviceSerial, deviceStatus, exportedSubnets, interface, merakiVpnPeers, name, networkId, networkName, publicIp, reachability, subnet, thirdPartyVpnPeers, uplinks, vpnMode","appliance, monitor, vpn, statuses","appliance.getOrganizationApplianceVpnStatuses","sdwan:telemetry:read"
"GA","getOrganizationApplianceVpnThirdPartyVPNPeers","Return the third party VPN peers for an organization","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-vpn-third-party-vpnpeers/","get","/organizations/{organizationId}/appliance/vpn/thirdPartyVPNPeers","organizationId","","activeActiveTunnel, childAuthAlgo, childCipherAlgo, childLifetime, childPfsGroup, directToInternet, ebgpHoldTimer, ebgpMultihop, ebgpNeighbor, failover, group, id, ids, ikeAuthAlgo, ikeCipherAlgo, ikeDiffieHellmanGroup, ikeLifetime, ikePrfAlgo, ikeVersion, ipVersion, ipsecPolicies, ipsecPoliciesPreset, isRouteBased, localId, multiExitDiscriminator, name, names, neighborId, neighborIp, network, networkTags, number, pathPrepend, peerId, peers, priorityInGroup, privateSubnets, publicIp, remoteAsNumber, remoteId, secret, slaPolicy, sourceIp, weight","appliance, configure, vpn, thirdPartyVPNPeers","appliance.getOrganizationApplianceVpnThirdPartyVPNPeers","sdwan:config:read"
"GA","updateOrganizationApplianceVpnThirdPartyVPNPeers","Update the third party VPN peers for an organization","https://developer.cisco.com/meraki/api-v1/update-organization-appliance-vpn-third-party-vpnpeers/","put","/organizations/{organizationId}/appliance/vpn/thirdPartyVPNPeers","organizationId","activeActiveTunnel, childAuthAlgo, childCipherAlgo, childLifetime, childPfsGroup, directToInternet, ebgpHoldTimer, ebgpMultihop, ebgpNeighbor, failover, group, id, ids, ikeAuthAlgo, ikeCipherAlgo, ikeDiffieHellmanGroup, ikeLifetime, ikePrfAlgo, ikeVersion, ipVersion, ipsecPolicies, ipsecPoliciesPreset, isRouteBased, localId, multiExitDiscriminator, name, neighborIp, network, networkTags, number, pathPrepend, peerId, peers, priorityInGroup, privateSubnets, publicHostname, publicIp, remoteAsNumber, remoteId, secret, slaPolicy, sourceIp, weight","activeActiveTunnel, childAuthAlgo, childCipherAlgo, childLifetime, childPfsGroup, directToInternet, ebgpHoldTimer, ebgpMultihop, ebgpNeighbor, failover, group, id, ids, ikeAuthAlgo, ikeCipherAlgo, ikeDiffieHellmanGroup, ikeLifetime, ikePrfAlgo, ikeVersion, ipVersion, ipsecPolicies, ipsecPoliciesPreset, isRouteBased, localId, multiExitDiscriminator, name, names, neighborId, neighborIp, network, networkTags, number, pathPrepend, peerId, peers, priorityInGroup, privateSubnets, publicIp, remoteAsNumber, remoteId, secret, slaPolicy, sourceIp, weight","appliance, configure, vpn, thirdPartyVPNPeers","appliance.updateOrganizationApplianceVpnThirdPartyVPNPeers","sdwan:config:write"
"GA","getOrganizationApplianceVpnVpnFirewallRules","Return the firewall rules for an organization's site-to-site VPN","https://developer.cisco.com/meraki/api-v1/get-organization-appliance-vpn-vpn-firewall-rules/","get","/organizations/{organizationId}/appliance/vpn/vpnFirewallRules","organizationId","","comment, destCidr, destPort, policy, protocol, rules, srcCidr, srcPort, syslogEnabled","appliance, configure, vpn, vpnFirewallRules","appliance.getOrganizationApplianceVpnVpnFirewallRules","sdwan:config:read"
"GA","updateOrganizationApplianceVpnVpnFirewallRules","Update the firewall rules of an organization's site-to-site VPN","https://developer.cisco.com/meraki/api-v1/update-organization-appliance-vpn-vpn-firewall-rules/","put","/organizations/{organizationId}/appliance/vpn/vpnFirewallRules","organizationId","comment, destCidr, destPort, policy, protocol, rules, srcCidr, srcPort, syslogDefaultRule, syslogEnabled","comment, destCidr, destPort, policy, protocol, rules, srcCidr, srcPort, syslogEnabled","appliance, configure, vpn, vpnFirewallRules","appliance.updateOrganizationApplianceVpnVpnFirewallRules","sdwan:config:write"
"GA","getOrganizationAssuranceAlerts","Return all health alerts for an organization","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-alerts/","get","/organizations/{organizationId}/assurance/alerts","organizationId, perPage, startingAfter, endingBefore, sortOrder, networkId, severity, types, tsStart, tsEnd, category, sortBy, serials, deviceTypes, deviceTags, active, dismissed, resolved, suppressAlertsForOfflineNodes","","applications, categoryType, description, deviceType, devices, dismissedAt, id, imei, lldp, mac, name, network, order, others, peers, port, productType, resolvedAt, scope, serial, severity, startedAt, title, type, url","organizations, monitor, alerts","organizations.getOrganizationAssuranceAlerts",""
"GA","dismissOrganizationAssuranceAlerts","Dismiss health alerts","https://developer.cisco.com/meraki/api-v1/dismiss-organization-assurance-alerts/","post","/organizations/{organizationId}/assurance/alerts/dismiss","organizationId","alertIds","","organizations, monitor, alerts","organizations.dismissOrganizationAssuranceAlerts",""
"GA","getOrganizationAssuranceAlertsOverview","Return overview of active health alerts for an organization","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-alerts-overview/","get","/organizations/{organizationId}/assurance/alerts/overview","organizationId, networkId, severity, types, tsStart, tsEnd, category, serials, deviceTypes, deviceTags, active, dismissed, resolved, suppressAlertsForOfflineNodes","","bySeverity, count, counts, total, type","organizations, monitor, alerts, overview","organizations.getOrganizationAssuranceAlertsOverview",""
"GA","getOrganizationAssuranceAlertsOverviewByNetwork","Return a Summary of Alerts grouped by network and severity","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-alerts-overview-by-network/","get","/organizations/{organizationId}/assurance/alerts/overview/byNetwork","organizationId, perPage, startingAfter, endingBefore, sortOrder, networkId, severity, types, tsStart, tsEnd, category, serials, deviceTypes, deviceTags, active, dismissed, resolved, suppressAlertsForOfflineNodes","","alertCount, count, counts, items, meta, networkId, networkName, severityCounts, type","organizations, monitor, alerts, overview, byNetwork","organizations.getOrganizationAssuranceAlertsOverviewByNetwork","dashboard:general:telemetry:read"
"GA","getOrganizationAssuranceAlertsOverviewByType","Return a Summary of Alerts grouped by type and severity","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-alerts-overview-by-type/","get","/organizations/{organizationId}/assurance/alerts/overview/byType","organizationId, perPage, startingAfter, endingBefore, sortOrder, networkId, severity, types, tsStart, tsEnd, category, sortBy, serials, deviceTypes, deviceTags, active, dismissed, resolved, suppressAlertsForOfflineNodes","","count, counts, items, meta, type","organizations, monitor, alerts, overview, byType","organizations.getOrganizationAssuranceAlertsOverviewByType",""
"GA","getOrganizationAssuranceAlertsOverviewHistorical","Returns historical health alert overviews","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-alerts-overview-historical/","get","/organizations/{organizationId}/assurance/alerts/overview/historical","organizationId, segmentDuration, networkId, severity, types, tsStart, tsEnd, category, serials, deviceTypes","","byAlertType, counts, critical, informational, items, meta, segmentStart, totals, type, warning","organizations, monitor, alerts, overview, historical","organizations.getOrganizationAssuranceAlertsOverviewHistorical",""
"GA","restoreOrganizationAssuranceAlerts","Restore health alerts from dismissed","https://developer.cisco.com/meraki/api-v1/restore-organization-assurance-alerts/","post","/organizations/{organizationId}/assurance/alerts/restore","organizationId","alertIds","","organizations, monitor, alerts","organizations.restoreOrganizationAssuranceAlerts",""
"GA","getOrganizationAssuranceAlertsTaxonomyCategories","Return a list of Category Types","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-alerts-taxonomy-categories/","get","/organizations/{organizationId}/assurance/alerts/taxonomy/categories","organizationId","","title, type","organizations, monitor, alerts, taxonomy, categories","organizations.getOrganizationAssuranceAlertsTaxonomyCategories",""
"GA","getOrganizationAssuranceAlertsTaxonomyTypes","Return a list of alert types","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-alerts-taxonomy-types/","get","/organizations/{organizationId}/assurance/alerts/taxonomy/types","organizationId","","categoryType, deviceTypes, severities, title, type","organizations, monitor, alerts, taxonomy, types","organizations.getOrganizationAssuranceAlertsTaxonomyTypes",""
"GA","getOrganizationAssuranceAlert","Return a singular Health Alert by its id","https://developer.cisco.com/meraki/api-v1/get-organization-assurance-alert/","get","/organizations/{organizationId}/assurance/alerts/{id}","organizationId, id","","applications, categoryType, description, deviceType, devices, dismissedAt, id, imei, lldp, mac, name, network, order, others, peers, port, productType, resolvedAt, scope, serial, severity, startedAt, title, type, url","organizations, monitor, alerts","organizations.getOrganizationAssuranceAlert",""
